pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FS,2026-04-03,92.3,-1.56,5.53,"Boyle, Joe",663616,671212,double,hit_into_play,,,,,14,Trevor Larnach doubles (2) on a line drive to right fielder Jake Fraley. Ryan Jeffers to 3rd.,R,L,R,MIN,TB,X,9,line_drive,1,2,2026,-1.68,0.31,0.2529842553145007,1.4011644276778497,,,680777,1,6,Bot,191.11,71.62,,,,,8.358155959880872,-134.12445070961255,-5.160392627940088,-22.07656500425504,30.09250832286332,-27.40476707972821,3.323564633,1.677312992,366,99.3,23,93.1,2314,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.6,0.357,0.487,1.25,1,1,1,5,51,6,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,239,0.137,0.868,71.4,7.8,0.813,-0.868,99.3,0,0,0.565,0.565,26,29,27,29,3,2,,,,,2.38,1.68,-1.68,,5.863681154298815,-10.935453963136698,47.75931596666908,31.756134745002782,34.132313445365746
SL,2026-04-03,88.1,-1.54,5.58,"Boyle, Joe",663616,671212,,foul,,,,,14,Foul,R,L,R,MIN,TB,S,,,1,2,2026,0.13,0.1,1.114638402057422,1.906224230019764,,,680777,1,6,Bot,,,,,,,6.164655442021646,-128.07110723989456,-2.75202461559837,0.0087939420839492,28.77059556496121,-30.722968016171578,3.323564633,1.677312992,3,73.6,-36,88.7,2540,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.61,,,,,,,,51,5,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,93,0.0,0.0,76.1,8.3,,0.0,88.0,0,0,0.565,0.565,26,29,27,29,3,2,,,,,2.87,-0.13,0.13,,30.05782237139967,-40.86403693182956,38.55816415073927,22.944717541635104,50.95781386225341
FS,2026-04-03,91.2,-1.52,5.51,"Boyle, Joe",663616,671212,,ball,,,,,13,Ball,R,L,R,MIN,TB,B,,,0,2,2026,-1.53,-0.09,-1.6190302656366415,1.7280318757533424,,,680777,1,6,Bot,,,,,,,3.158873520906372,-132.77586594893612,-3.23000386254752,-18.81522362686082,29.193825470099853,-32.74960522836886,3.323564633,1.677312992,,,,92.5,1964,7.1,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.41,,,,,,,,51,4,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,243,0.004,0.01,,,,-0.01,,0,0,0.561,0.561,26,29,27,29,3,2,,,,,2.83,1.53,-1.53,,,,,,
FS,2026-04-03,92.2,-1.54,5.57,"Boyle, Joe",663616,671212,,foul,,,,,7,Foul,R,L,R,MIN,TB,S,,,0,2,2026,-1.58,0.21,-0.816539329389175,1.978023200682665,,,680777,1,6,Bot,,,,,,,5.364271124133069,-134.02634747701532,-3.461319428378023,-20.13903015422704,33.58946030544871,-29.079437690730288,3.323564633,1.677312992,3,74.0,-39,92.4,2040,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.64,,,,,,,,51,3,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,236,0.0,0.0,65.7,7.1,,0.0,88.0,0,0,0.561,0.561,26,29,27,29,3,2,,,,,2.52,1.58,-1.58,,3.275964334765973,-2.3831446359441046,29.601885098138183,44.7380657568294,30.480514460179272
SL,2026-04-03,88.3,-1.75,5.61,"Boyle, Joe",663616,671212,,swinging_strike,,,,,8,Swinging Strike,R,L,R,MIN,TB,S,,,0,1,2026,0.42,0.0,-0.2029429553343709,2.048227892957886,,,680777,1,6,Bot,,,,,,,2.836353523211277,-128.60066432914772,-2.332051906983359,4.009944642727999,29.40586293833201,-31.844498633440026,3.323564633,1.677312992,,,,88.7,2531,6.7,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.78,,,,,,,,51,2,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,113,-0.011,-0.047,73.4,8.1,,0.047,,0,0,0.572,0.572,26,29,27,29,3,2,,,,,2.94,-0.42,0.42,,17.969842099898088,-32.73947131694618,31.22719151224031,38.935760291253885,46.86529454073556
SL,2026-04-03,86.5,-1.86,5.58,"Boyle, Joe",663616,671212,,called_strike,,,,,14,Called Strike,R,L,R,MIN,TB,S,,,0,0,2026,0.51,-0.07,0.2647980289075476,1.3684847758584682,,,680777,1,6,Bot,,,,,,,3.972218870691748,-125.94332579053987,-3.436138444152875,4.554459078072163,27.77574867522889,-32.35696889412657,3.323564633,1.677312992,,,,87.1,2524,6.8,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.68,,,,,,,,51,1,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,98,-0.006,-0.04,,,,0.04,,0,0,0.578,0.578,26,29,27,29,3,2,,,,,3.13,-0.51,0.51,,,,,,
SL,2026-04-03,89.3,-1.53,5.51,"Boyle, Joe",680777,671212,field_error,hit_into_play,,,,,4,"Twins challenged (shift violation), call on the field was overturned: Ryan Jeffers reaches on a defensive shift violation error by second baseman Ben Williamson.",R,R,R,MIN,TB,X,4,ground_ball,2,1,2026,0.4,0.27,-0.3967945981533184,2.230638040321322,,,,1,6,Bot,129.79,147.63,,,,,1.8934158232080824,-130.09338520183138,-2.414964029320382,4.145042079519109,29.35213889553996,-28.78787121947269,3.284949147,1.657824803,89,81.7,5,89.8,2487,6.7,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.78,,0.267,0.9,1,0,0,2,50,4,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,143,0.032,0.418,73.6,6.6,,-0.418,88.0,0,0,0.546,0.546,26,29,27,29,3,2,,,,,2.6,-0.4,-0.4,,-9.4769211148131,3.886114076626362,35.9767307495281,31.96057873763309,21.681758705752127
SL,2026-04-03,90.1,-1.42,5.59,"Boyle, Joe",680777,671212,,swinging_strike,,,,,14,Swinging Strike,R,R,R,MIN,TB,S,,,2,0,2026,-0.06,0.31,0.8669825091648367,1.5553941115652332,,,,1,6,Bot,,,,,,,5.778673329358586,-131.19191542750423,-4.588972362914452,-1.829994896216812,25.35724695983749,-27.84550717020736,3.284949147,1.657824803,,,,91.2,2553,6.8,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.74,,,,,,,,50,3,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,151,-0.007,-0.066,26.9,6.7,,0.066,,0,0,0.553,0.553,26,29,27,29,3,2,,,,,2.47,0.06,0.06,,-7.539033399898132,18.12438909047539,27.466014160798963,47.03800289763191,17.22141591583436
SI,2026-04-03,96.2,-1.46,5.42,"Boyle, Joe",680777,671212,,ball,,,,,14,Ball,R,R,R,MIN,TB,B,,,1,0,2026,-1.54,0.42,0.0424530918363275,1.3033766156113222,,,,1,6,Bot,,,,,,,7.5575696495678,-139.86092858110018,-6.131355660739982,-21.939703269390662,29.694080315122136,-25.533488958472933,3.284949147,1.657824803,,,,97.2,2267,6.8,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.71,,,,,,,,50,2,Sinker,3,3,3,3,3,3,3,3,Infield shade,Standard,231,0.007,0.071,,,,-0.071,,0,0,0.546,0.546,26,29,27,29,3,2,,,,,2.04,1.54,1.54,,,,,,
FF,2026-04-03,95.7,-1.33,5.77,"Boyle, Joe",680777,671212,,ball,,,,,11,Ball,R,R,R,MIN,TB,B,,,0,0,2026,-0.56,1.31,-1.078180923900314,5.987703485198814,,,,1,6,Bot,,,,,,,1.954750686074025,-139.23645701556407,3.3396867277596485,-7.679377748240918,33.57161149848047,-16.302330967426027,3.284949147,1.657824803,,,,95.9,2442,6.6,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.93,,,,,,,,50,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shade,Standard,201,0.004,0.039,,,,-0.039,,0,0,0.542,0.542,26,29,27,29,3,2,,,,,1.2,0.56,0.56,,,,,,
FS,2026-04-03,93.1,-1.43,5.45,"Boyle, Joe",605137,671212,strikeout,swinging_strike,,,,,11,Josh Bell strikes out swinging.,R,L,R,MIN,TB,S,2,,2,2,2026,-1.69,0.21,-1.432520484477096,2.908725374109927,,,,0,6,Bot,,,,,,,3.8115517825074434,-135.4658538263763,-0.9339552564692194,-21.496028139657405,34.46914385118463,-29.65429586503204,3.334973753,1.683070866,,,,93.4,2163,6.8,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.67,,0.0,0.0,1,0,0,,49,5,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,237,-0.029,-0.232,61.8,7.3,,0.232,,0,0,0.571,0.571,26,33,27,34,3,2,,,,,2.46,1.69,-1.69,,-1.8047131247397603,33.58425138964691,22.963957693717777,54.422117117402976,4.699564144207915
SL,2026-04-03,89.2,-1.62,5.51,"Boyle, Joe",605137,671212,,called_strike,,,,,4,Called Strike,R,L,R,MIN,TB,S,,,2,1,2026,0.37,0.02,-0.4350292727370323,2.473950788988142,,,,0,6,Bot,,,,,,,2.120155153533002,-130.02294852172642,-1.331557107611919,3.736432390980024,26.08096066838288,-31.88755450703714,3.334973753,1.683070866,,,,90.1,2483,6.7,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.82,,,,,,,,49,4,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,119,-0.01,-0.073,,,,0.073,,0,0,0.581,0.581,26,33,27,34,3,2,,,,,2.82,-0.37,0.37,,,,,,
FF,2026-04-03,94.8,-1.61,5.51,"Boyle, Joe",605137,671212,,ball,,,,,11,Ball,R,L,R,MIN,TB,B,,,1,1,2026,-0.45,1.13,-1.2967441914963826,4.936827400190613,,,,0,6,Bot,,,,,,,1.8567974724888372,-138.071696781529,1.75784543219841,-6.206871421162201,32.34103491997091,-18.44264355357649,3.334973753,1.683070866,,,,95.3,2525,6.6,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.86,,,,,,,,49,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shade,Standard,211,0.007,0.055,,,,-0.055,,0,0,0.574,0.574,26,33,27,34,3,2,,,,,1.41,0.45,-0.45,,,,,,
SL,2026-04-03,88.5,-1.66,5.5,"Boyle, Joe",605137,671212,,foul,,,,,8,Foul,R,L,R,MIN,TB,S,,,1,0,2026,0.14,0.44,0.0826144145632055,1.7861669388132615,,,,0,6,Bot,,,,,,,3.9317241995059073,-128.67963705418867,-3.615064147743615,0.6316422344259078,31.20123235017181,-26.72663968491448,3.334973753,1.683070866,99,82.8,79,88.7,2574,6.8,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.68,,,,,,,,49,2,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,88,-0.007,-0.05,76.6,9.1,,0.05,88.0,0,0,0.581,0.581,26,33,27,34,3,2,,,,,2.52,-0.14,0.14,,18.666362300983597,-15.999176753364186,38.16960856011359,36.38360015330792,36.33600106358431
SI,2026-04-03,95.9,-1.49,5.38,"Boyle, Joe",605137,671212,,ball,,,,,13,Ball,R,L,R,MIN,TB,B,,,0,0,2026,-1.73,-0.03,-1.0085501549363147,0.221898627671774,,,,0,6,Bot,,,,,,,5.313516354984624,-139.30524302611045,-7.6428523537205155,-23.62637836588368,37.00511911636252,-30.74084404334618,3.334973753,1.683070866,,,,96.1,2379,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.56,,,,,,,,49,1,Sinker,3,3,3,3,3,3,3,3,Infield shade,Standard,230,0.005,0.041,,,,-0.041,,0,0,0.576,0.576,26,33,27,34,3,2,,,,,2.55,1.73,-1.73,,,,,,
FS,2026-04-03,82.3,-1.85,5.84,"Orze, Eric",802415,679358,force_out,hit_into_play,,,,,4,"Chandler Simpson grounds into a force out, second baseman Luke Keaschall to shortstop Tristan Gray. Ben Williamson out at 2nd.",R,L,R,MIN,TB,X,4,ground_ball,2,1,2026,-1.17,-0.23,-0.5046528610750283,2.128661850006892,,,810938,2,6,Top,142.46,147.12,,,,,5.418117117774731,-119.54284717316594,-1.046522737363698,-12.261025463578733,28.180103278530883,-34.31092671791061,3.177878937,1.60378937,6,94.4,-20,82.9,1762,7.3,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.22,0.149,0.149,0.0,1,0,0,2,48,4,Split-Finger,3,3,3,3,3,3,3,3,Standard,Standard,236,0.039,-0.309,65.0,6.8,0.186,0.309,94.4,0,0,0.537,0.4629999999999999,28,25,29,26,1,2,,,,,3.67,1.17,-1.17,,-0.4674008578004408,8.63775102798984,24.783434428982368,43.67580087299427,21.23088000927744
FS,2026-04-03,82.4,-1.99,5.81,"Orze, Eric",802415,679358,,blocked_ball,,,,,13,Ball In Dirt,R,L,R,MIN,TB,B,,,1,1,2026,-1.33,0.68,-0.0568152640655585,0.9567760049077232,,,810938,2,6,Top,,,,,,,7.08084171492521,-119.55536203981056,-5.479738429971577,-14.2508070368309,28.19372838583408,-24.72615275035567,3.177878937,1.60378937,,,,82.8,1746,7.2,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.29,,,,,,,,48,3,Split-Finger,3,3,3,3,3,3,3,3,Standard,Standard,232,-0.005,0.054,,,,-0.054,,0,0,0.542,0.4579999999999999,28,25,29,26,1,2,,,,,2.76,1.33,-1.33,,,,,,
FS,2026-04-03,82.1,-1.89,5.79,"Orze, Eric",802415,679358,,called_strike,,,,,9,Called Strike,R,L,R,MIN,TB,S,,,1,0,2026,-1.09,0.64,0.5221017699233943,1.9346417251531487,,,810938,2,6,Top,,,,,,,7.631078108208148,-118.96502738841576,-2.9331233340335348,-12.062949545351882,31.457736841811187,-25.76082701642813,3.177878937,1.60378937,,,,81.7,1725,7.2,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.35,,,,,,,,48,2,Split-Finger,3,3,3,3,3,3,3,3,Strategic,Standard,228,0.005,-0.05,,,,0.05,,0,0,0.537,0.4629999999999999,28,25,29,26,1,2,,,,,2.88,1.09,-1.09,,,,,,
FS,2026-04-03,83.0,-2.02,5.79,"Orze, Eric",802415,679358,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,MIN,TB,B,,,0,0,2026,-1.66,0.05,0.2194770142795663,-0.2376467558054891,,,810938,2,6,Top,,,,,,,8.474954261794444,-120.20666838500117,-6.997795777792627,-17.8352612886254,28.660583673799128,-30.22220006372047,3.177878937,1.60378937,,,,83.2,1561,7.2,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.29,,,,,,,,48,1,Split-Finger,3,3,3,3,3,3,3,3,Strategic,Standard,236,-0.003,0.035,,,,-0.035,,0,0,0.54,0.4599999999999999,28,25,29,26,1,2,,,,,3.35,1.66,-1.66,,,,,,
SL,2026-04-03,85.4,-1.81,5.84,"Orze, Eric",810938,679358,single,hit_into_play,,,,,6,Ben Williamson singles on a ground ball to center fielder Byron Buxton.,R,R,R,MIN,TB,X,8,ground_ball,1,1,2026,0.55,0.53,0.2764087471821341,2.1370255724309084,,,,2,6,Top,122.19,71.62,,,,,3.793626800710743,-124.38393304581432,-3.330025907621187,4.903964870620812,25.72044710963548,-26.21259523348949,3.229658793,1.62992126,83,99.9,3,86.8,2428,7.2,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.28,0.54,0.501,0.9,1,1,0,4,47,3,Slider,3,3,3,3,3,3,3,3,Standard,Standard,160,-0.02,0.342,74.6,7.3,0.605,-0.342,99.9,0,0,0.56,0.4399999999999999,28,25,29,26,1,2,,,,,2.6,-0.55,-0.55,,2.969545328248371,-1.0104236316170117,29.26838901775808,44.425121126702905,28.56376762234856
FS,2026-04-03,82.6,-1.77,5.85,"Orze, Eric",810938,679358,,ball,,,,,11,Ball,R,R,R,MIN,TB,B,,,0,1,2026,-1.59,0.06,-1.0005862092813345,3.1997652831934937,,,,2,6,Top,,,,,,,4.975018808698637,-119.96394066564729,0.7654029084332039,-16.31135747735908,29.156034780092423,-32.06846129868201,3.229658793,1.62992126,,,,82.7,1865,7.1,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.44,,,,,,,,47,2,Split-Finger,3,3,3,3,3,3,3,3,Standard,Standard,243,-0.002,0.027,,,,-0.027,,0,0,0.562,0.4379999999999999,28,25,29,26,1,2,,,,,3.37,1.59,1.59,,,,,,
SL,2026-04-03,87.1,-1.88,5.83,"Orze, Eric",810938,679358,,called_strike,,,,,5,Called Strike,R,R,R,MIN,TB,S,,,0,0,2026,0.31,0.57,0.2700929905202345,2.6701606650258616,,,,2,6,Top,,,,,,,4.532354830007316,-126.76574494415055,-2.377992473072719,2.2977191914745885,28.52754732043721,-25.79961872489566,3.229658793,1.62992126,,,,88.2,2441,7.2,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.29,,,,,,,,47,1,Slider,3,3,3,3,3,3,3,3,Standard,Standard,179,0.003,-0.043,,,,0.043,,0,0,0.559,0.4409999999999999,28,25,29,26,1,2,,,,,2.46,-0.31,-0.31,,,,,,
FS,2026-04-03,84.0,-1.66,5.84,"Orze, Eric",656775,679358,field_out,hit_into_play,,,,,13,"Cedric Mullins grounds out, second baseman Luke Keaschall to first baseman Kody Clemens.",R,L,R,MIN,TB,X,4,ground_ball,1,2,2026,-1.55,-0.35,-0.9553541565367074,1.8647282365212396,,,,1,6,Top,146.52,153.2,,,,,4.813872486050197,-122.11374487283712,-1.7065202777675386,-16.40783191145235,30.097321004062543,-35.43378992180496,3.004986877,1.516535433,9,84.6,-11,84.2,1552,7.1,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.42,0.111,0.1,0.0,1,0,0,2,46,4,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,237,0.017,-0.18,68.3,7.4,0.134,0.18,88.0,0,0,0.542,0.4579999999999999,28,31,29,32,1,2,,,,,3.65,1.55,-1.55,,9.65312917947316,-5.011758054947778,25.39552388996442,43.19528726126242,31.04543574886955
FF,2026-04-03,92.1,-1.68,5.87,"Orze, Eric",656775,679358,,foul,,,,,5,Foul,R,L,R,MIN,TB,S,,,1,1,2026,-1.02,1.63,0.120575933744508,2.357790720834563,,,,1,6,Top,,,,,,,6.873055206989564,-133.64914368134242,-6.3788978867175965,-13.848149707344184,36.42086477005938,-11.564811018464388,3.004986877,1.516535433,,,,92.4,2262,7.2,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.3,,,,,,,,46,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,210,0.007,-0.064,70.6,7.2,,0.064,,0,0,0.535,0.4649999999999999,28,31,29,32,1,2,,,,,1.14,1.02,-1.02,,14.259345052274194,-10.419056242569525,35.203980763213984,30.128698755190264,28.86267464145527
FF,2026-04-03,92.0,-1.65,5.89,"Orze, Eric",656775,679358,,ball,,,,,11,Ball,R,L,R,MIN,TB,B,,,0,1,2026,-0.78,1.58,-0.1851265838132797,3.930627889959722,,,,1,6,Top,,,,,,,5.486737772051994,-133.6955774856073,-2.3238719391491927,-10.70805808478138,36.89563396685583,-13.199192856024718,3.004986877,1.516535433,,,,92.2,2267,7.1,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.37,,,,,,,,46,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,211,-0.003,0.029,,,,-0.029,,0,0,0.538,0.4619999999999999,28,31,29,32,1,2,,,,,1.18,0.78,-0.78,,,,,,
FS,2026-04-03,82.6,-1.79,5.88,"Orze, Eric",656775,679358,,called_strike,,,,,7,Called Strike,R,L,R,MIN,TB,S,,,0,0,2026,-1.07,0.26,-0.6577735691542757,1.9483387555929044,,,,1,6,Top,,,,,,,4.737708488897144,-120.02364057118976,-2.529808337303468,-11.299287109240357,30.616251740613315,-29.32605350480059,3.004986877,1.516535433,,,,82.6,1726,7.1,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.38,,,,,,,,46,1,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,236,0.004,-0.039,,,,0.039,,0,0,0.534,0.4659999999999999,28,31,29,32,1,2,,,,,3.18,1.07,-1.07,,,,,,
FF,2026-04-03,91.0,-1.72,5.85,"Orze, Eric",663743,679358,field_out,hit_into_play,,,,,11,Nick Fortes pops out to second baseman Luke Keaschall.,R,R,R,MIN,TB,X,4,popup,0,0,2026,-0.77,1.53,-0.1310926582786132,3.406465342726816,,,,0,6,Top,136.39,161.69,,,,,5.701252449444645,-132.14094941095254,-3.191788658752068,-10.44558706937392,38.152661067524285,-14.114480568997836,3.161204068,1.595374016,104,82.8,68,90.8,2203,7.1,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.37,0.003,0.003,0.0,1,0,0,3,45,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,212,0.034,-0.259,70.7,6.9,0.003,0.259,88.0,0,0,0.5,0.5,28,29,29,30,1,2,,,,,1.32,0.77,0.77,,-0.9582563308166652,0.0866079408532043,13.606339904967314,37.91705278608603,26.464307140661123
SL,2026-04-03,89.0,-1.53,5.52,"Boyle, Joe",670242,671212,strikeout,swinging_strike,,,,,8,Matt Wallner strikes out swinging.,R,L,R,MIN,TB,S,2,,0,2,2026,0.35,0.15,0.0001640417966745,1.6570673023511209,,,,2,5,Bot,,,,,,,2.962203504040718,-129.59015480680245,-3.4887013485404483,3.2608837930937837,29.470949958905468,-29.985539770453613,3.394652231,1.713188976,,,,89.1,2546,6.5,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.96,,0.0,0.0,1,0,0,,44,3,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,127,-0.009,-0.16,75.4,8.7,,0.16,,0,0,0.509,0.509,26,28,27,29,3,2,,,,,2.75,-0.35,0.35,,18.875995570427385,-31.3416541115054,26.71573326233022,39.60745564124412,49.89755248864911
FS,2026-04-03,91.5,-1.41,5.54,"Boyle, Joe",670242,671212,,swinging_strike,,,,,13,Swinging Strike,R,L,R,MIN,TB,S,,,0,1,2026,-1.85,-0.39,-0.7906461964544858,1.4151708008310764,,,,2,5,Bot,,,,,,,5.705186297715967,-132.82905316982374,-3.193588071548628,-22.97148303170657,39.64449206983993,-35.987320088319564,3.394652231,1.713188976,,,,90.8,2361,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.56,,,,,,,,44,2,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,237,-0.004,-0.057,74.6,8.4,,0.057,,0,0,0.513,0.513,26,28,27,29,3,2,,,,,3.22,1.85,-1.85,,18.85111678526978,-19.441447859085457,29.21140571637699,47.524423534943935,47.5474512851409
ST,2026-04-03,85.0,-1.63,5.46,"Boyle, Joe",670242,671212,,called_strike,,,,,5,Called Strike,R,L,R,MIN,TB,S,,,0,0,2026,1.3,0.05,0.1053117458264927,2.610572046353198,,,,2,5,Bot,,,,,,,1.3647318026376505,-123.64081375505933,-0.1315214411236173,12.888101310288674,28.71205211457984,-31.895942128556417,3.394652231,1.713188976,,,,85.0,2499,6.7,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.82,,,,,,,,44,1,Sweeper,3,3,3,3,3,3,3,3,Infield shade,Standard,67,-0.002,-0.043,,,,0.043,,0,0,0.515,0.515,26,28,27,29,3,2,,,,,3.15,-1.3,1.3,,,,,,
FS,2026-04-03,91.1,-1.38,5.5,"Boyle, Joe",807712,671212,field_out,hit_into_play,,,,,5,"Luke Keaschall grounds out sharply, second baseman Ben Williamson to first baseman Jonathan Aranda.",R,R,R,MIN,TB,X,4,ground_ball,1,1,2026,-1.44,0.4,0.0511212738742301,2.290821549448924,,,,1,5,Bot,131.0,142.0,,,,,6.770910354717601,-132.37335997158604,-2.750905303616577,-18.447623389291724,31.74118549387881,-27.056223179810463,3.213861549,1.621948819,123,105.4,5,91.5,2166,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.63,0.637,0.6,0.0,1,0,0,4,43,3,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,241,-0.021,-0.244,69.8,6.4,0.727,0.244,105.4,0,0,0.536,0.536,26,23,27,24,3,2,,,,,2.38,1.44,1.44,,1.759161999675515,9.147217306139432,37.86375255562595,38.41781801471421,26.892431684938984
SI,2026-04-03,95.4,-1.53,5.56,"Boyle, Joe",807712,671212,,ball,,,,,11,Ball,R,R,R,MIN,TB,B,,,0,1,2026,-0.61,0.94,-0.5762407632784188,4.336296848566873,,,,1,5,Bot,,,,,,,3.904402962815309,-138.86024500392563,0.4747515695534874,-8.794808702806943,35.193153497822735,-20.480546901426283,3.213861549,1.621948819,,,,95.5,2264,6.6,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.88,,,,,,,,43,2,Sinker,3,3,3,3,3,3,3,3,Infield shade,Standard,221,0.002,0.029,,,,-0.029,,0,0,0.534,0.534,26,23,27,24,3,2,,,,,1.59,0.61,0.61,,,,,,
FS,2026-04-03,91.2,-1.38,5.6,"Boyle, Joe",807712,671212,,called_strike,,,,,2,Called Strike,R,R,R,MIN,TB,S,,,0,0,2026,-1.33,0.52,0.2192200216480524,3.284580941214675,,,,1,5,Bot,,,,,,,6.944177054278059,-132.47706359869753,-0.7380786574687679,-17.254345600050975,34.69922575424755,-26.175634259294647,3.213861549,1.621948819,,,,91.0,2202,6.8,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.72,,,,,,,,43,1,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,235,-0.003,-0.039,,,,0.039,,0,0,0.537,0.537,26,23,27,24,3,2,,,,,2.28,1.33,1.33,,,,,,
ST,2026-04-03,85.1,-1.51,5.61,"Boyle, Joe",621439,671212,field_out,hit_into_play,,,,,12,Byron Buxton flies out sharply to left fielder Chandler Simpson.,R,R,R,MIN,TB,X,7,fly_ball,0,1,2026,1.06,0.41,0.0984401053069599,3.4872175127171934,,,,0,5,Bot,90.01,108.25,,,,,1.5670256692423297,-123.8159644354455,0.7939939657302273,10.337459941195933,29.49180475070135,-28.44907516772974,3.257742782,1.644094488,244,101.3,51,85.0,2607,6.7,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.79,0.014,0.018,0.0,1,0,0,3,42,2,Sweeper,3,3,3,3,3,3,3,3,Infield shade,Standard,67,-0.025,-0.22,78.1,7.4,0.032,0.22,101.3,0,0,0.562,0.562,26,32,27,33,3,2,,,,,2.79,-1.06,-1.06,,19.951385408756725,-7.297950411095712,28.50665795469666,36.9240260108179,30.32408696477865
