pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2026-04-03,91.3,2.65,5.7,"Funderburk, Kody",676356,681892,field_out,hit_into_play,,,,,3,"Jonny DeLuca grounds out, second baseman Luke Keaschall to first baseman Kody Clemens.",R,R,L,MIN,TB,X,4,ground_ball,1,0,2026,1.12,0.55,0.6875550537766268,2.789256730220002,650490,,691406,2,7,Top,145.5,147.12,,,,,-7.429424524450794,-132.65121791416016,-2.4030008342111406,14.845235294951712,31.35762059698133,-25.33021698295882,3.133120079,1.581200787,10,104.8,-14,92.0,2292,7.0,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.47,0.295,0.266,0.0,1,0,0,2,59,2,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,141,0.092,-0.286,69.6,7.3,0.315,0.286,104.8,0,0,0.496,0.504,29,27,30,28,1,0,,,,,2.21,1.12,-1.12,,0.1989749927298876,22.71543656527503,18.39053171833873,46.01172928955081,16.30104277397728
SI,2026-04-03,91.5,2.51,5.77,"Funderburk, Kody",676356,681892,,ball,,,,,12,Ball,R,R,L,MIN,TB,B,,,0,0,2026,1.33,0.32,1.1114045461207844,4.478598977725925,650490,,691406,2,7,Top,,,,,,,-6.4582088272457705,-132.91105476159035,2.191422642551387,17.170750736256213,32.410279174383255,-29.17328802979381,3.133120079,1.581200787,,,,91.7,2193,6.9,823732,680777,665019,807712,668904,656484,663616,621439,670242,53.65,,,,,,,,59,1,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,138,-0.004,0.009,,,,-0.009,,0,0,0.5,0.5,29,27,30,28,1,0,,,,,2.44,1.33,-1.33,,,,,,
CH,2026-04-03,84.5,-2.43,4.91,"Topa, Justin",691406,623437,single,hit_into_play,,,,,5,"Twins challenged (play at 1st), call on the field was upheld: Junior Caminero singles on a ground ball to third baseman Royce Lewis. Yandy Díaz to 3rd.",R,R,R,MIN,TB,X,5,ground_ball,1,2,2026,-1.62,-0.59,0.1985319498062556,2.203477010036168,,650490,,2,7,Top,110.03,178.03,,,,,9.243455161027033,-122.53055465431824,1.5564842554274574,-18.209275498690637,27.22704633714826,-38.73487662654707,3.243700787,1.637007874,2,71.8,-57,83.3,1812,6.0,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.52,0.286,0.257,0.9,1,1,0,2,58,4,Changeup,3,3,3,3,3,3,3,3,Standard,Standard,269,-0.044,0.754,81.9,8.2,0.286,-0.754,88.0,0,0,0.544,0.4559999999999999,35,22,35,23,1,3,,,,,3.84,1.62,1.62,,4.8672327663645465,0.5911162452181065,24.58671249561025,40.31587024829029,39.83640875319304
ST,2026-04-03,79.2,-2.55,4.9,"Topa, Justin",691406,623437,,ball,,,,,14,Ball,R,R,R,MIN,TB,B,,,0,2,2026,1.75,0.3,3.868572567350992,-0.3125866623298261,,,650490,2,7,Top,,,,,,,10.38215959222289,-114.85724450940585,-4.69992544971341,13.08998038750002,24.73585617057161,-28.765529430429343,3.243700787,1.637007874,,,,77.8,2641,5.8,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.66,,,,,,,,58,3,Sweeper,3,3,3,3,3,3,3,3,Standard,Standard,51,-0.019,0.009,,,,-0.009,,0,0,0.563,0.437,35,22,35,23,1,3,,,,,3.41,-1.75,-1.75,,,,,,
CH,2026-04-03,84.1,-2.43,4.96,"Topa, Justin",691406,623437,,swinging_strike,,,,,6,Swinging Strike,R,R,R,MIN,TB,S,,,0,1,2026,-0.96,-0.37,0.451321267629218,2.30173518181278,,,650490,2,7,Top,,,,,,,8.45668401913559,-122.17657968872368,1.2265114737645373,-11.35914668889889,25.931977304925244,-36.41451283275842,3.243700787,1.637007874,,,,83.1,1815,5.9,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.6,,,,,,,,58,2,Changeup,3,3,3,3,3,3,3,3,Standard,Standard,266,0.01,-0.055,80.2,9.4,,0.055,,0,0,0.553,0.4469999999999999,35,22,35,23,1,3,,,,,3.63,0.96,0.96,,14.290889015503948,-19.914670923567712,21.32079566415485,44.84939775636664,45.124970179255584
CH,2026-04-03,84.8,-2.57,4.96,"Topa, Justin",691406,623437,,foul,,,,,13,Foul,R,R,R,MIN,TB,S,,,0,0,2026,-1.58,-0.57,-1.1117297320169597,2.161053097169036,,,650490,2,7,Top,,,,,,,6.553004173738001,-123.28197969554412,1.2290831998858345,-17.474999426047358,27.60168174628313,-38.50759773234888,3.243700787,1.637007874,277,101.7,17,83.8,1746,6.0,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.51,,,,,,,,58,1,Changeup,3,3,3,3,3,3,3,3,Standard,Standard,269,0.006,-0.042,77.4,8.8,,0.042,101.7,0,0,0.547,0.4529999999999999,35,22,35,23,1,3,,,,,3.78,1.58,1.58,,9.487371519282403,-28.04540882551352,28.608144405294336,26.600950962714283,46.03437642248085
FC,2026-04-03,90.0,-2.6,5.03,"Topa, Justin",666018,623437,strikeout,called_strike,,,,,4,"Jonathan Aranda challenged (pitch result), call on the field was confirmed: Jonathan Aranda called out on strikes.",R,L,R,MIN,TB,S,2,,2,2,2026,-0.41,0.64,-0.8010226900981074,2.3903645280539063,,,650490,1,7,Top,,,,,,,5.250681556980185,-131.06510555243625,-1.7891456933929837,-5.816897822999058,26.35145439569501,-24.652485267360216,3.189288058,1.609547244,,,,89.4,2185,5.8,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.74,,0.0,0.0,1,0,0,,57,5,Cutter,3,3,3,3,3,3,3,3,Infield shade,Standard,240,0.043,-0.222,,,,0.222,,0,0,0.504,0.496,35,28,35,28,1,3,,,,,2.16,0.41,-0.41,,,,,,
CH,2026-04-03,85.0,-2.51,5.01,"Topa, Justin",666018,623437,,foul,,,,,14,Foul,R,L,R,MIN,TB,S,,,2,1,2026,-1.37,-0.74,0.9408019338352416,1.651494524899903,,,650490,1,7,Top,,,,,,,10.690087666139988,-123.34929826978708,0.2513109872527568,-16.19827237678996,26.08201729463216,-39.96888815206351,3.189288058,1.609547244,2,47.3,-37,84.2,1870,6.1,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.43,,,,,,,,57,4,Changeup,3,3,3,3,3,3,3,3,Infield shade,Standard,269,0.013,-0.075,69.4,6.7,,0.075,88.0,0,0,0.491,0.509,35,28,35,28,1,3,,,,,3.93,1.37,-1.37,,-2.559920214634431,1.2546994747160818,46.08408377847313,25.021544204168823,20.96351371745086
FC,2026-04-03,89.5,-2.58,5.05,"Topa, Justin",666018,623437,,ball,,,,,11,Ball,R,L,R,MIN,TB,B,,,1,1,2026,-0.63,0.77,-1.0204390861254633,3.733946856668829,,,650490,1,7,Top,,,,,,,5.071210829423566,-130.29250094978326,1.235091314740696,-8.195716433301873,27.80866626070164,-23.848626418822096,3.189288058,1.609547244,,,,88.5,2327,5.7,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.81,,,,,,,,57,3,Cutter,3,3,3,3,3,3,3,3,Infield shade,Standard,236,-0.008,0.063,,,,-0.063,,0,0,0.499,0.501,35,28,35,28,1,3,,,,,2.07,0.63,-0.63,,,,,,
CH,2026-04-03,84.7,-2.56,4.96,"Topa, Justin",666018,623437,,called_strike,,,,,2,Called Strike,R,L,R,MIN,TB,S,,,1,0,2026,-1.26,-0.59,0.2368548559350862,2.7976203105282083,,,650490,1,7,Top,,,,,,,8.929472306065229,-123.05932680540484,2.657777913138759,-14.535854248259842,23.42247395181417,-38.98086183530202,3.189288058,1.609547244,,,,84.3,1752,6.0,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.46,,,,,,,,57,2,Changeup,3,3,3,3,3,3,3,3,Infield shade,Standard,269,0.008,-0.056,,,,0.056,,0,0,0.491,0.509,35,28,35,28,1,3,,,,,3.77,1.26,-1.26,,,,,,
FC,2026-04-03,90.2,-2.69,5.06,"Topa, Justin",666018,623437,,ball,,,,,11,Ball,R,L,R,MIN,TB,B,,,0,0,2026,-0.79,0.68,-0.885302812911268,3.136513493672111,,,650490,1,7,Top,,,,,,,6.048146237506395,-131.35898769018957,-0.2340137342067254,-10.279104677523389,23.448704772808185,-24.35950098833921,3.189288058,1.609547244,,,,89.7,2206,5.6,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.89,,,,,,,,57,1,Cutter,3,3,3,3,3,3,3,3,Infield shade,Standard,244,-0.006,0.035,,,,-0.035,,0,0,0.497,0.503,35,28,35,28,1,3,,,,,2.08,0.79,-0.79,,,,,,
SI,2026-04-03,92.8,-2.51,5.0,"Topa, Justin",650490,623437,single,hit_into_play,,,,,11,Yandy Díaz singles on a line drive to right fielder Matt Wallner.,R,R,R,MIN,TB,X,9,line_drive,0,0,2026,-1.64,0.14,-0.935087367732932,2.629692086207936,,,,1,7,Top,173.84,128.87,,,,,7.517443399626627,-134.78325332455788,-0.2569520113458369,-21.660940455993256,35.56867217286357,-30.729396933541917,3.227903543,1.629035433,182,67.1,20,90.8,2157,5.7,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.84,0.734,0.679,0.9,1,1,0,4,56,1,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,253,-0.042,0.414,70.4,7.1,0.782,-0.414,88.0,0,0,0.539,0.4609999999999999,35,34,35,35,1,3,,,,,2.57,1.64,1.64,,-8.545518619092526,14.721121501216812,27.89297006536825,30.22442408257182,21.693114464344436
SI,2026-04-03,91.6,-2.47,5.04,"Topa, Justin",700246,623437,strikeout,called_strike,,,,,2,Carson Williams called out on strikes.,R,R,R,MIN,TB,S,2,,3,2,2026,-1.93,0.22,-0.0161533634514752,2.8792522463903683,,,,0,7,Top,,,,,,,10.222140397098215,-132.70592609830956,0.3582695479361014,-25.14137995444276,37.87607108362327,-30.09890624526697,3.254232283,1.642322835,,,,89.0,2098,5.7,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.77,,0.0,0.0,1,0,0,,55,7,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,251,0.048,-0.345,,,,0.345,,0,0,0.491,0.509,35,23,35,23,1,2,,,,,2.6,1.93,1.93,,,,,,
FC,2026-04-03,90.0,-2.61,5.11,"Topa, Justin",700246,623437,,foul,,,,,11,Foul,R,R,R,MIN,TB,S,,,3,2,2026,-0.49,0.84,-0.1465339602051332,3.391008805814427,,,,0,7,Top,,,,,,,6.991536361173025,-130.80738621196383,0.1340929319810987,-7.1956198282898,30.369336892406142,-22.916140570847865,3.254232283,1.642322835,176,85.8,62,88.6,2267,5.7,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.79,,,,,,,,55,6,Cutter,3,3,3,3,3,3,3,3,Standard,Standard,236,0.0,0.0,71.9,6.5,,0.0,88.0,0,0,0.491,0.509,35,23,35,23,1,2,,,,,2.01,0.49,0.49,,5.054758523994906,12.647465841580978,26.432184584257516,37.82818533354682,22.77257120099445
FC,2026-04-03,89.7,-2.51,5.14,"Topa, Justin",700246,623437,,called_strike,,,,,8,Called Strike,R,R,R,MIN,TB,S,,,3,1,2026,-0.53,0.72,0.2230118983195018,2.07471984375424,,,,0,7,Top,,,,,,,7.704990689642758,-130.457130154799,-2.916417288366476,-7.650960028561465,26.95794820883401,-23.55793555459393,3.254232283,1.642322835,,,,88.8,2206,5.7,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.79,,,,,,,,55,5,Cutter,3,3,3,3,3,3,3,3,Standard,Standard,245,0.015,-0.094,,,,0.094,,0,0,0.476,0.524,35,23,35,23,1,2,,,,,2.11,0.53,0.53,,,,,,
SI,2026-04-03,92.5,-2.44,5.01,"Topa, Justin",700246,623437,,ball,,,,,9,Ball,R,R,R,MIN,TB,B,,,2,1,2026,-1.75,0.04,0.643062893473286,1.7115619537243547,,,,0,7,Top,,,,,,,11.490260773940358,-134.1644031850199,-2.3737570816751954,-23.67166781729912,32.087108739515365,-31.29069980502227,3.254232283,1.642322835,,,,91.0,2218,5.8,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.69,,,,,,,,55,4,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,252,-0.018,0.134,,,,-0.134,,0,0,0.494,0.506,35,23,35,23,1,2,,,,,2.66,1.75,1.75,,,,,,
SI,2026-04-03,92.1,-2.45,5.07,"Topa, Justin",700246,623437,,called_strike,,,,,9,Called Strike,R,R,R,MIN,TB,S,,,2,0,2026,-1.82,0.1,0.4927838291431781,2.015132573455014,,,,0,7,Top,,,,,,,11.229570625671172,-133.61050799954393,-1.7988150215819805,-24.33063878476954,32.4707151057035,-30.809067651860065,3.254232283,1.642322835,,,,90.4,2233,5.7,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.78,,,,,,,,55,3,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,250,0.012,-0.072,,,,0.072,,0,0,0.482,0.518,35,23,35,23,1,2,,,,,2.64,1.82,1.82,,,,,,
SI,2026-04-03,92.5,-2.43,4.97,"Topa, Justin",700246,623437,,ball,,,,,13,Ball,R,R,R,MIN,TB,B,,,1,0,2026,-1.71,0.06,-0.0328180931622206,1.1560019530192407,,,,0,7,Top,,,,,,,9.689287474302118,-134.1153714292591,-3.6280143651044754,-22.82320512574703,34.2819394005749,-30.746187391372693,3.254232283,1.642322835,,,,90.6,2216,5.8,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.73,,,,,,,,55,2,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,251,-0.012,0.077,,,,-0.077,,0,0,0.494,0.506,35,23,35,23,1,2,,,,,2.66,1.71,1.71,,,,,,
SI,2026-04-03,92.0,-2.57,5.04,"Topa, Justin",700246,623437,,ball,,,,,13,Ball,R,R,R,MIN,TB,B,,,0,0,2026,-1.8,0.11,-0.1146982693624576,1.2679109738334926,,,,0,7,Top,,,,,,,9.990992357977635,-133.36676866097187,-3.535257917137109,-23.739083907239948,35.0651480539047,-30.20861077195201,3.254232283,1.642322835,,,,90.0,2215,5.8,823732,680777,665019,807712,668904,656484,663616,621439,670242,54.73,,,,,,,,55,1,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,254,-0.006,0.041,,,,-0.041,,0,0,0.5,0.5,35,23,35,23,1,2,,,,,2.66,1.8,1.8,,,,,,
SL,2026-04-03,91.2,-1.85,5.64,"Bigge, Hunter",665019,685801,strikeout,swinging_strike,,,,,14,Kody Clemens strikes out swinging.,R,L,R,MIN,TB,S,2,,2,2,2026,0.5,0.39,0.2033683511828764,0.7576400178171883,680777,663616,668904,2,6,Bot,,,,,,,4.027617546404276,-132.58151307853188,-6.991088121075785,4.967680502422788,30.67238872378829,-26.178534282360356,3.211228675,1.620620079,,,,91.8,2509,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.59,,0.0,0.0,1,0,0,,54,5,Slider,3,3,3,3,3,3,3,3,Standard,Standard,144,-0.09,-0.236,70.3,8.1,,0.236,,0,0,0.59,0.59,28,30,28,30,1,3,,,,,2.37,-0.5,0.5,,20.73295975337021,-18.451127493148576,36.65834048126662,32.72625740168205,41.7741071173898
FF,2026-04-03,97.4,-1.62,5.84,"Bigge, Hunter",665019,685801,,ball,,,,,14,Ball,R,L,R,MIN,TB,B,,,1,2,2026,-0.2,1.59,0.3554627119594099,1.4477180640870444,680777,663616,668904,2,6,Bot,,,,,,,5.732744500453746,-141.3847630274488,-9.710764136984054,-4.105972838988588,36.354516145945546,-8.743908618395569,3.211228675,1.620620079,,,,97.5,2605,6.8,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.73,,,,,,,,54,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,198,0.016,0.034,,,,-0.034,,0,0,0.574,0.574,28,30,28,30,1,3,,,,,0.85,0.2,-0.2,,,,,,
SL,2026-04-03,92.3,-1.81,5.56,"Bigge, Hunter",665019,685801,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,MIN,TB,B,,,0,2,2026,0.45,0.38,1.1348757407050742,0.0801993292587111,680777,663616,668904,2,6,Bot,,,,,,,6.454962353387259,-134.0680421670635,-8.715002610060989,3.9252190481080818,31.199643012219926,-25.766812655139468,3.211228675,1.620620079,,,,93.0,2476,7.0,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.55,,,,,,,,54,3,Slider,3,3,3,3,3,3,3,3,Standard,Standard,167,0.01,0.031,,,,-0.031,,0,0,0.564,0.564,28,30,28,30,1,3,,,,,2.32,-0.45,0.45,,,,,,
SL,2026-04-03,91.2,-1.75,5.76,"Bigge, Hunter",665019,685801,,swinging_strike,,,,,13,Swinging Strike,R,L,R,MIN,TB,S,,,0,1,2026,0.35,0.44,-0.6390661177703594,1.3552700243798934,680777,663616,668904,2,6,Bot,,,,,,,1.997313198555949,-132.74461186913436,-5.896005487894631,3.699888161788094,30.65651532770105,-25.82480979528084,3.211228675,1.620620079,,,,91.7,2381,6.7,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.75,,,,,,,,54,2,Slider,3,3,3,3,3,3,3,3,Standard,Standard,146,-0.026,-0.05,69.2,7.6,,0.05,,0,0,0.59,0.59,28,30,28,30,1,3,,,,,2.31,-0.35,0.35,,9.376051705220098,-4.470575968692827,24.926800380275964,43.14656325299218,35.44094134458635
FF,2026-04-03,95.9,-1.52,5.76,"Bigge, Hunter",665019,685801,,called_strike,,,,,5,Called Strike,R,L,R,MIN,TB,S,,,0,0,2026,-0.11,1.79,0.2530496616891852,2.1806773122449545,680777,663616,668904,2,6,Bot,,,,,,,4.899262730816316,-139.2799059175248,-7.697612494657156,-2.6995730728482266,37.52370875540823,-7.362160749489495,3.211228675,1.620620079,,,,95.8,2448,6.8,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.68,,,,,,,,54,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,196,-0.016,-0.035,,,,0.035,,0,0,0.606,0.606,28,30,28,30,1,3,,,,,0.74,0.11,-0.11,,,,,,
SL,2026-04-03,90.3,-1.68,5.73,"Bigge, Hunter",656484,685801,field_out,hit_into_play,,,,,8,Tristan Gray flies out to left fielder Chandler Simpson.,R,L,R,MIN,TB,X,7,fly_ball,2,2,2026,0.29,0.48,0.0779688838928046,1.6580498446701335,680777,663616,668904,1,6,Bot,74.36,132.23,,,,,3.720828339563527,-131.36869864846372,-4.961659635921249,2.51961863385198,30.330422926861768,-25.755841352877106,3.259498032,1.644980315,212,85.8,55,90.6,2377,6.7,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.78,0.017,0.021,0.0,1,0,0,3,53,5,Slider,3,3,3,3,3,3,3,3,Standard,Standard,120,-0.089,-0.124,74.2,7.4,0.028,0.124,88.0,0,0,0.695,0.695,28,30,28,30,1,2,,,,,2.34,-0.29,0.29,,4.3173208509602,-9.127820410566114,34.38730955104817,37.36925560955637,34.012966714197226
FF,2026-04-03,95.7,-1.65,5.78,"Bigge, Hunter",656484,685801,,foul,,,,,5,Foul,R,L,R,MIN,TB,S,,,2,1,2026,-0.12,1.79,-0.1958092183742807,2.1468751655487885,680777,663616,668904,1,6,Bot,,,,,,,4.092287543348519,-139.07272458483573,-7.867965135830651,-2.486602525858965,33.926159008518866,-7.382039369085008,3.259498032,1.644980315,230,71.5,35,96.3,2307,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.61,,,,,,,,53,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,197,-0.028,-0.097,74.1,7.1,,0.097,88.0,0,0,0.723,0.723,28,30,28,30,1,2,,,,,0.72,0.12,-0.12,,2.330282593095498,-3.501869650358508,31.25555589217979,40.91364559155971,30.726337945508
FF,2026-04-03,96.8,-1.62,5.9,"Bigge, Hunter",656484,685801,,ball,,,,,11,Ball,R,L,R,MIN,TB,B,,,1,1,2026,-0.53,1.42,-0.6113459336400688,4.2264631842568505,680777,663616,668904,1,6,Bot,,,,,,,3.9233004637622906,-140.8707261561316,-1.981776507564476,-8.032370714445484,37.62355911199717,-13.208194774705817,3.259498032,1.644980315,,,,96.9,2418,6.7,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.78,,,,,,,,53,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,191,0.017,0.074,,,,-0.074,,0,0,0.706,0.706,28,30,28,30,1,2,,,,,1.05,0.53,-0.53,,,,,,
SL,2026-04-03,90.2,-1.78,5.74,"Bigge, Hunter",656484,685801,,blocked_ball,,,,,13,Ball In Dirt,R,L,R,MIN,TB,B,,,0,1,2026,0.29,0.45,-0.943398986728131,0.7315578878992641,680777,663616,668904,1,6,Bot,,,,,,,1.4437175670925788,-131.23600785470262,-7.21726407560361,2.998917889681276,30.41694027266905,-25.520377084987253,3.259498032,1.644980315,,,,90.6,2565,6.7,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.77,,,,,,,,53,2,Slider,3,3,3,3,3,3,3,3,Standard,Standard,142,0.011,0.034,,,,-0.034,,0,0,0.695,0.695,28,30,28,30,1,2,,,,,2.37,-0.29,0.29,,,,,,
FF,2026-04-03,97.0,-1.57,5.81,"Bigge, Hunter",656484,685801,,swinging_strike,,,,,4,Swinging Strike,R,L,R,MIN,TB,S,,,0,0,2026,-0.44,1.92,-0.6966907060725314,2.319485956565089,680777,663616,668904,1,6,Bot,,,,,,,3.345703930228236,-140.839550537084,-8.000314522041483,-6.626770827330344,38.066298683733294,-5.044520837640182,3.259498032,1.644980315,,,,97.1,2537,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.59,,,,,,,,53,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,197,-0.016,-0.05,74.6,6.9,,0.05,,0,0,0.711,0.711,28,30,28,30,1,2,,,,,0.55,0.44,-0.44,,2.321254451095088,2.689085184111615,28.03235409906793,46.80775300703563,23.699509968104252
SL,2026-04-03,90.4,-1.51,5.72,"Bigge, Hunter",668904,685801,walk,ball,,,,,14,Royce Lewis walks.,R,R,R,MIN,TB,B,,,3,2,2026,0.14,0.61,0.0314263541080305,0.8323929935338854,680777,663616,,1,6,Bot,,,,,,,3.5346896493956077,-131.47818832571295,-7.33098071405481,0.7876656583214219,29.44601609829165,-23.69609014851822,3.205085302,1.617519685,,,,91.1,2450,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.62,,0.700091,0.7,1,0,0,,52,6,Slider,3,3,3,3,3,3,3,3,Strategic,Standard,146,0.008,0.117,,,,-0.117,,0,0,0.703,0.703,28,27,28,27,1,2,,,,,2.19,-0.14,-0.14,,,,,,
SL,2026-04-03,89.7,-1.73,5.69,"Bigge, Hunter",668904,685801,,swinging_strike_blocked,,,,,14,Swinging Strike (Blocked),R,R,R,MIN,TB,S,,,3,1,2026,0.48,0.55,0.2335812646934753,0.4070135219953505,680777,663616,,1,6,Bot,,,,,,,3.8034707349089087,-130.5145518387925,-8.082236400853379,4.711541798770328,26.492834806266345,-24.391647165169413,3.205085302,1.617519685,,,,90.8,2270,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.61,,,,,,,,52,5,Slider,3,3,3,3,3,3,3,3,Strategic,Standard,155,-0.003,-0.056,72.2,8.9,,0.056,,0,0,0.706,0.706,28,27,28,27,1,2,,,,,2.27,-0.48,-0.48,,14.87792419516349,-23.45798307278981,34.2318502536848,40.87823112756449,38.4715637608939
FF,2026-04-03,96.2,-1.69,5.83,"Bigge, Hunter",668904,685801,,ball,,,,,13,Ball,R,R,R,MIN,TB,B,,,2,1,2026,-0.32,1.63,-1.481475715441885,2.3359534513078484,680777,663616,,1,6,Bot,,,,,,,1.306804436729817,-139.95364738078877,-7.236333816014064,-4.491145622184219,34.034170369473216,-9.406073233502768,3.205085302,1.617519685,,,,96.7,2371,6.8,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.75,,,,,,,,52,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Standard,194,0.003,0.067,,,,-0.067,,0,0,0.703,0.703,28,27,28,27,1,2,,,,,0.85,0.32,0.32,,,,,,
FF,2026-04-03,96.4,-1.7,5.88,"Bigge, Hunter",668904,685801,,swinging_strike,,,,,3,Swinging Strike,R,R,R,MIN,TB,S,,,2,0,2026,0.19,1.8,0.8022090488462371,2.846036118087901,680777,663616,,1,6,Bot,,,,,,,6.184713812010512,-140.0434306523516,-6.429276512947215,0.8585283087216093,36.83199709112005,-7.299020240636872,3.205085302,1.617519685,,,,96.8,2471,7.0,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.54,,,,,,,,52,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Standard,192,-0.002,-0.061,73.4,7.8,,0.061,,0,0,0.705,0.705,28,27,28,27,1,2,,,,,0.69,-0.19,-0.19,,10.067900684451764,3.4336455142129787,23.37574975513249,48.04770878446771,23.359033866375785
SL,2026-04-03,89.0,-1.64,5.69,"Bigge, Hunter",668904,685801,,blocked_ball,,,,,14,Ball In Dirt,R,R,R,MIN,TB,B,,,1,0,2026,0.64,0.34,0.8675865117251818,0.4240573098619622,680777,663616,,1,6,Bot,,,,,,,4.761661416878002,-129.43341167318815,-7.374990630060011,6.0969339371028095,28.54951412438087,-26.89980557241668,3.205085302,1.617519685,,,,89.9,2325,7.0,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.51,,,,,,,,52,2,Slider,3,3,3,3,3,3,3,3,Strategic,Standard,148,0.002,0.012,,,,-0.012,,0,0,0.703,0.703,28,27,28,27,1,2,,,,,2.55,-0.64,-0.64,,,,,,
FF,2026-04-03,96.8,-1.52,5.81,"Bigge, Hunter",668904,685801,,ball,,,,,9,Ball,R,R,R,MIN,TB,B,,,0,0,2026,-0.33,1.64,0.767459610492928,1.8397985718030527,680777,663616,,1,6,Bot,,,,,,,6.855303848420346,-140.51551851775884,-8.649841618417948,-6.085549363000676,34.526153861885035,-8.590617594180559,3.205085302,1.617519685,,,,97.3,2516,6.9,823732,663743,666018,810938,691406,700246,802415,656775,641584,53.58,,,,,,,,52,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Standard,194,0.001,0.03,,,,-0.03,,0,0,0.702,0.702,28,27,28,27,1,2,,,,,0.82,0.33,0.33,,,,,,
